,stop_id,alightings,boardings,location
6533,9134,30.7,25.8,"{'type': 'Point', 'coordinates': [-87.72757126, 41.95540341]}"
6534,9137,276.4,141.5,"{'type': 'Point', 'coordinates': [-87.7277046, 41.96085181]}"
6535,9138,77.5,47.2,"{'type': 'Point', 'coordinates': [-87.72778897, 41.96276127]}"
6536,9140,94.8,10.1,"{'type': 'Point', 'coordinates': [-87.727901, 41.966325]}"
6537,9141,584.9,158.7,"{'type': 'Point', 'coordinates': [-87.72792108, 41.96814799]}"
6538,9142,91.0,21.1,"{'type': 'Point', 'coordinates': [-87.72798456, 41.96995872]}"
6539,9144,22.1,2.8,"{'type': 'Point', 'coordinates': [-87.72802, 41.973522]}"
6540,9145,244.1,69.9,"{'type': 'Point', 'coordinates': [-87.72810981, 41.97538338]}"
6541,9146,1.5,1.3,"{'type': 'Point', 'coordinates': [-87.72819541, 41.97757051]}"
6542,9147,29.6,1.8,"{'type': 'Point', 'coordinates': [-87.7281934, 41.97919648]}"
6543,9150,43.7,0.7,"{'type': 'Point', 'coordinates': [-87.728381, 41.984885]}"
6544,9151,105.3,7.7,"{'type': 'Point', 'coordinates': [-87.72842302, 41.98575261]}"
6545,9153,15.8,0.2,"{'type': 'Point', 'coordinates': [-87.728472, 41.988321]}"
6546,9154,9.9,89.4,"{'type': 'Point', 'coordinates': [-87.70354178, 41.80075731]}"
6547,9155,4.2,3.4,"{'type': 'Point', 'coordinates': [-87.701335, 41.800778]}"
6548,9156,19.9,7.1,"{'type': 'Point', 'coordinates': [-87.698899, 41.80083]}"
6549,9157,19.3,13.8,"{'type': 'Point', 'coordinates': [-87.696431, 41.800877]}"
6550,9158,37.0,18.5,"{'type': 'Point', 'coordinates': [-87.694011, 41.800927]}"
6551,9159,27.2,47.4,"{'type': 'Point', 'coordinates': [-87.691586, 41.800969]}"
6552,9160,37.3,68.1,"{'type': 'Point', 'coordinates': [-87.689138, 41.801017]}"
6553,9161,20.1,30.9,"{'type': 'Point', 'coordinates': [-87.68678664, 41.8010348]}"
6554,9162,31.6,129.6,"{'type': 'Point', 'coordinates': [-87.68444381, 41.80108284]}"
6555,9163,5.1,17.7,"{'type': 'Point', 'coordinates': [-87.68335737, 41.80105538]}"
6556,9164,2.6,12.9,"{'type': 'Point', 'coordinates': [-87.6818944, 41.80107847]}"
6557,9165,10.5,7.6,"{'type': 'Point', 'coordinates': [-87.678835, 41.801172]}"
6558,9166,26.4,15.2,"{'type': 'Point', 'coordinates': [-87.676973, 41.801129]}"
6559,9167,48.2,52.7,"{'type': 'Point', 'coordinates': [-87.67463458, 41.80114588]}"
6560,9168,35.6,34.4,"{'type': 'Point', 'coordinates': [-87.67212, 41.801173]}"
6561,9169,34.3,40.3,"{'type': 'Point', 'coordinates': [-87.669691, 41.801203]}"
6562,9170,45.4,38.1,"{'type': 'Point', 'coordinates': [-87.667263, 41.801226]}"
6563,9172,15.9,35.1,"{'type': 'Point', 'coordinates': [-87.66253108, 41.80125061]}"
6564,9173,19.4,29.6,"{'type': 'Point', 'coordinates': [-87.65992383, 41.80132653]}"
6565,9174,15.5,20.3,"{'type': 'Point', 'coordinates': [-87.65750383, 41.80135353]}"
6566,9175,39.3,51.2,"{'type': 'Point', 'coordinates': [-87.65506383, 41.80138453]}"
6567,9176,16.2,24.4,"{'type': 'Point', 'coordinates': [-87.65272089, 41.80144399]}"
6568,9177,38.6,54.3,"{'type': 'Point', 'coordinates': [-87.65026353, 41.80149978]}"
6569,9178,8.4,13.1,"{'type': 'Point', 'coordinates': [-87.64784953, 41.80153578]}"
6570,9179,65.3,59.5,"{'type': 'Point', 'coordinates': [-87.64552907, 41.8015106]}"
6571,9180,9.3,19.6,"{'type': 'Point', 'coordinates': [-87.64297592, 41.80157479]}"
6572,9181,1.7,6.4,"{'type': 'Point', 'coordinates': [-87.64152902, 41.80156892]}"
6573,9182,32.0,13.9,"{'type': 'Point', 'coordinates': [-87.63327377, 41.80174092]}"
6574,9183,9.3,6.0,"{'type': 'Point', 'coordinates': [-87.63216901, 41.80172949]}"
6575,9184,9.6,66.5,"{'type': 'Point', 'coordinates': [-87.63078379, 41.8016969]}"
6576,9185,0.1,3.7,"{'type': 'Point', 'coordinates': [-87.62784289, 41.80190347]}"
6577,9186,12.1,70.2,"{'type': 'Point', 'coordinates': [-87.6261143, 41.80187226]}"
6578,9187,23.4,105.1,"{'type': 'Point', 'coordinates': [-87.62429683, 41.8019392]}"
6579,9188,82.6,48.9,"{'type': 'Point', 'coordinates': [-87.60530836, 41.80159246]}"
6580,9189,31.8,20.4,"{'type': 'Point', 'coordinates': [-87.62245393, 41.80210472]}"
6581,9190,77.6,19.4,"{'type': 'Point', 'coordinates': [-87.62405694, 41.80210672]}"
6582,9191,90.8,29.7,"{'type': 'Point', 'coordinates': [-87.62569877, 41.80201611]}"
6583,9192,45.1,8.5,"{'type': 'Point', 'coordinates': [-87.62794097, 41.80198686]}"
6584,9194,8.4,36.1,"{'type': 'Point', 'coordinates': [-87.63210012, 41.80188833]}"
6585,9195,23.0,46.2,"{'type': 'Point', 'coordinates': [-87.63308973, 41.80187259]}"
6586,9196,9.7,1.2,"{'type': 'Point', 'coordinates': [-87.6416906, 41.80170584]}"
6587,9197,23.9,7.7,"{'type': 'Point', 'coordinates': [-87.64274928, 41.80163961]}"
6588,9198,60.9,109.1,"{'type': 'Point', 'coordinates': [-87.64520504, 41.80165526]}"
6589,9199,16.8,12.6,"{'type': 'Point', 'coordinates': [-87.64763056, 41.80162878]}"
6590,9200,57.9,60.6,"{'type': 'Point', 'coordinates': [-87.65010277, 41.80159245]}"
6591,9201,30.2,19.9,"{'type': 'Point', 'coordinates': [-87.65255268, 41.80150822]}"
6592,9202,57.0,57.5,"{'type': 'Point', 'coordinates': [-87.65516921, 41.80149759]}"
6593,9203,24.3,27.9,"{'type': 'Point', 'coordinates': [-87.65759139, 41.8014477]}"
6594,9204,25.4,17.6,"{'type': 'Point', 'coordinates': [-87.65999039, 41.8014477]}"
6595,9205,49.4,26.5,"{'type': 'Point', 'coordinates': [-87.662091, 41.801396]}"
6596,9206,102.1,76.9,"{'type': 'Point', 'coordinates': [-87.66456618, 41.80139286]}"
6597,9207,48.8,43.8,"{'type': 'Point', 'coordinates': [-87.66701001, 41.80136412]}"
6598,9208,34.9,37.7,"{'type': 'Point', 'coordinates': [-87.6695342, 41.80131724]}"
6599,9209,38.9,36.1,"{'type': 'Point', 'coordinates': [-87.67194383, 41.80132899]}"
6600,9210,61.3,51.3,"{'type': 'Point', 'coordinates': [-87.67432908, 41.80131914]}"
6601,9211,15.0,26.3,"{'type': 'Point', 'coordinates': [-87.67682442, 41.80128376]}"
6602,9212,4.9,11.5,"{'type': 'Point', 'coordinates': [-87.67903355, 41.80126593]}"
6603,9213,8.9,4.1,"{'type': 'Point', 'coordinates': [-87.68158931, 41.80116499]}"
6604,9214,63.7,5.6,"{'type': 'Point', 'coordinates': [-87.68348179, 41.80118251]}"
6605,9215,74.7,30.8,"{'type': 'Point', 'coordinates': [-87.68460497, 41.80121564]}"
6606,9216,28.5,13.0,"{'type': 'Point', 'coordinates': [-87.68647506, 41.80113133]}"
6607,9217,88.9,31.4,"{'type': 'Point', 'coordinates': [-87.68903719, 41.80111016]}"
6608,9218,48.7,27.8,"{'type': 'Point', 'coordinates': [-87.69148926, 41.80105821]}"
6609,9219,21.3,23.1,"{'type': 'Point', 'coordinates': [-87.69388741, 41.8010573]}"
6610,9220,9.4,15.3,"{'type': 'Point', 'coordinates': [-87.69638767, 41.80100779]}"
6611,9221,3.8,12.1,"{'type': 'Point', 'coordinates': [-87.69886956, 41.80095893]}"
6612,9222,4.0,2.7,"{'type': 'Point', 'coordinates': [-87.7014, 41.800897]}"
6613,9223,97.9,7.8,"{'type': 'Point', 'coordinates': [-87.70360857, 41.80090065]}"
6614,9224,189.8,226.7,"{'type': 'Point', 'coordinates': [-87.83553814, 41.93726672]}"
6615,9225,10.1,225.6,"{'type': 'Point', 'coordinates': [-87.83341397, 41.93758871]}"
6616,9226,2.4,33.2,"{'type': 'Point', 'coordinates': [-87.83111997, 41.93763271]}"
6617,9227,3.9,33.2,"{'type': 'Point', 'coordinates': [-87.82855597, 41.93767871]}"
6618,9228,3.3,117.1,"{'type': 'Point', 'coordinates': [-87.82638929, 41.93769211]}"
6619,9229,5.7,52.6,"{'type': 'Point', 'coordinates': [-87.82391057, 41.93771012]}"
6620,9230,6.3,36.4,"{'type': 'Point', 'coordinates': [-87.82147457, 41.93776212]}"
6621,9231,10.3,85.3,"{'type': 'Point', 'coordinates': [-87.81903557, 41.93781312]}"
6622,9233,10.9,52.1,"{'type': 'Point', 'coordinates': [-87.814186, 41.937915]}"
6623,9234,6.5,25.9,"{'type': 'Point', 'coordinates': [-87.811736, 41.937928]}"
6624,9236,119.8,359.8,"{'type': 'Point', 'coordinates': [-87.80695291, 41.93792525]}"
6625,9237,10.8,60.2,"{'type': 'Point', 'coordinates': [-87.804354, 41.937972]}"
6626,9239,17.7,52.9,"{'type': 'Point', 'coordinates': [-87.79822, 41.93806]}"
6627,9240,32.5,98.5,"{'type': 'Point', 'coordinates': [-87.795797, 41.938096]}"
6628,9241,14.0,65.0,"{'type': 'Point', 'coordinates': [-87.793373, 41.938136]}"
6629,9242,17.3,88.0,"{'type': 'Point', 'coordinates': [-87.79083661, 41.93819843]}"
6630,9243,27.3,72.9,"{'type': 'Point', 'coordinates': [-87.78850761, 41.93823743]}"
6631,9245,51.4,90.5,"{'type': 'Point', 'coordinates': [-87.78355399, 41.93829232]}"
6632,9246,19.2,67.2,"{'type': 'Point', 'coordinates': [-87.78113499, 41.93832332]}"
6633,9247,25.4,40.9,"{'type': 'Point', 'coordinates': [-87.7787097, 41.93838831]}"
6634,9252,138.8,101.8,"{'type': 'Point', 'coordinates': [-87.76901106, 41.93844744]}"
6635,9254,36.2,81.6,"{'type': 'Point', 'coordinates': [-87.76406877, 41.9385111]}"
6636,9255,67.6,156.2,"{'type': 'Point', 'coordinates': [-87.76170798, 41.93857317]}"
6637,9256,63.0,101.8,"{'type': 'Point', 'coordinates': [-87.75924093, 41.93855266]}"
6638,9258,116.9,143.1,"{'type': 'Point', 'coordinates': [-87.754345, 41.938669]}"
6639,9263,44.5,154.3,"{'type': 'Point', 'coordinates': [-87.74298, 41.93881]}"
6640,9264,40.8,122.1,"{'type': 'Point', 'coordinates': [-87.73964006, 41.9388293]}"
6641,9265,46.4,138.7,"{'type': 'Point', 'coordinates': [-87.73714468, 41.93889163]}"
6642,9267,35.2,62.4,"{'type': 'Point', 'coordinates': [-87.73212, 41.93897]}"
6643,9268,48.5,90.6,"{'type': 'Point', 'coordinates': [-87.72971142, 41.93889696]}"
6644,9269,371.9,322.3,"{'type': 'Point', 'coordinates': [-87.72733, 41.93903]}"
6645,9270,237.2,279.6,"{'type': 'Point', 'coordinates': [-87.72398399, 41.93906153]}"
6646,9272,38.2,98.6,"{'type': 'Point', 'coordinates': [-87.71984299, 41.93911953]}"
6647,9273,57.5,121.9,"{'type': 'Point', 'coordinates': [-87.71746099, 41.93914853]}"
6648,9274,45.3,36.9,"{'type': 'Point', 'coordinates': [-87.71516327, 41.93921532]}"
6649,9275,31.6,120.7,"{'type': 'Point', 'coordinates': [-87.68578066, 41.93940296]}"
6650,9276,57.3,178.7,"{'type': 'Point', 'coordinates': [-87.68335407, 41.93946318]}"
6651,9277,77.1,145.9,"{'type': 'Point', 'coordinates': [-87.68091927, 41.93945473]}"
6652,9279,48.9,100.0,"{'type': 'Point', 'coordinates': [-87.67605192, 41.93954573]}"
6653,9280,20.5,54.1,"{'type': 'Point', 'coordinates': [-87.67392424, 41.93957882]}"
6654,9281,140.4,110.2,"{'type': 'Point', 'coordinates': [-87.67120792, 41.93960973]}"
6655,9283,43.7,117.2,"{'type': 'Point', 'coordinates': [-87.66642856, 41.93964314]}"
6656,9284,76.4,152.7,"{'type': 'Point', 'coordinates': [-87.6639978, 41.93969678]}"
6657,9285,44.0,93.7,"{'type': 'Point', 'coordinates': [-87.66125041, 41.93966029]}"
6658,9286,75.9,70.9,"{'type': 'Point', 'coordinates': [-87.65910287, 41.93976436]}"
6659,9287,127.5,20.6,"{'type': 'Point', 'coordinates': [-87.65665745, 41.93979981]}"
6660,9291,456.6,100.3,"{'type': 'Point', 'coordinates': [-87.63977241, 41.94004911]}"
6661,9293,63.9,3.2,"{'type': 'Point', 'coordinates': [-87.63799449, 41.9388701]}"
6662,9294,46.7,1.5,"{'type': 'Point', 'coordinates': [-87.63693608, 41.9366929]}"
6663,9295,90.2,1.8,"{'type': 'Point', 'coordinates': [-87.6368401, 41.93569842]}"
6664,9296,215.0,146.4,"{'type': 'Point', 'coordinates': [-87.63654679, 41.93399293]}"
6665,9300,38.5,135.6,"{'type': 'Point', 'coordinates': [-87.65640026, 41.93993887]}"
6666,9302,68.6,53.3,"{'type': 'Point', 'coordinates': [-87.66134696, 41.93990209]}"
6667,9304,207.8,74.0,"{'type': 'Point', 'coordinates': [-87.66604031, 41.93982485]}"
6668,9307,48.0,29.5,"{'type': 'Point', 'coordinates': [-87.67376925, 41.93969064]}"
6669,9308,158.1,54.3,"{'type': 'Point', 'coordinates': [-87.67572834, 41.939663]}"
6670,9310,148.9,65.8,"{'type': 'Point', 'coordinates': [-87.68059178, 41.93960424]}"
6671,9311,217.8,82.2,"{'type': 'Point', 'coordinates': [-87.68301672, 41.93957896]}"
6672,9312,183.3,55.5,"{'type': 'Point', 'coordinates': [-87.68551977, 41.93954491]}"
6673,9313,14.5,95.6,"{'type': 'Point', 'coordinates': [-87.71487205, 41.93930552]}"
6674,9314,130.7,71.3,"{'type': 'Point', 'coordinates': [-87.71726747, 41.93927553]}"
6675,9315,123.4,52.2,"{'type': 'Point', 'coordinates': [-87.71970048, 41.93922574]}"
6676,9316,153.3,50.4,"{'type': 'Point', 'coordinates': [-87.72204995, 41.93919721]}"
6677,9317,347.9,243.4,"{'type': 'Point', 'coordinates': [-87.72375775, 41.93921853]}"
6678,9321,207.5,62.3,"{'type': 'Point', 'coordinates': [-87.73448669, 41.93905885]}"
6679,9322,24.3,4.2,"{'type': 'Point', 'coordinates': [-87.73693033, 41.93903156]}"
6680,9323,136.2,53.4,"{'type': 'Point', 'coordinates': [-87.73939003, 41.93897901]}"
6681,9324,305.4,51.7,"{'type': 'Point', 'coordinates': [-87.7437913, 41.93893034]}"
6682,9326,102.1,44.9,"{'type': 'Point', 'coordinates': [-87.74919046, 41.93884092]}"
6683,9327,116.2,35.9,"{'type': 'Point', 'coordinates': [-87.75168615, 41.93882504]}"
6684,9328,183.0,73.8,"{'type': 'Point', 'coordinates': [-87.75412687, 41.93879607]}"
6685,9329,261.6,89.9,"{'type': 'Point', 'coordinates': [-87.75649627, 41.93877162]}"
6686,9330,119.4,55.1,"{'type': 'Point', 'coordinates': [-87.7590555, 41.93873607]}"
6687,9331,170.8,59.9,"{'type': 'Point', 'coordinates': [-87.76144484, 41.93872229]}"
6688,9332,231.7,32.6,"{'type': 'Point', 'coordinates': [-87.76392341, 41.93869394]}"
6689,9334,97.2,176.4,"{'type': 'Point', 'coordinates': [-87.76886033, 41.93859466]}"
6690,9335,94.4,33.8,"{'type': 'Point', 'coordinates': [-87.77126819, 41.93857548]}"
6691,9337,89.6,48.4,"{'type': 'Point', 'coordinates': [-87.77500255, 41.93853729]}"
6692,9338,224.3,117.4,"{'type': 'Point', 'coordinates': [-87.77606359, 41.93852553]}"
6693,9339,48.8,14.4,"{'type': 'Point', 'coordinates': [-87.7785526, 41.93848052]}"
6694,9340,85.8,20.8,"{'type': 'Point', 'coordinates': [-87.78100739, 41.93840649]}"
6695,9341,200.4,34.6,"{'type': 'Point', 'coordinates': [-87.78343361, 41.93839755]}"
6696,9343,69.2,12.0,"{'type': 'Point', 'coordinates': [-87.78838654, 41.9383076]}"
6697,9344,97.2,17.5,"{'type': 'Point', 'coordinates': [-87.79080455, 41.93829459]}"
6698,9345,58.1,14.5,"{'type': 'Point', 'coordinates': [-87.79319356, 41.93827759]}"
6699,9346,97.2,36.2,"{'type': 'Point', 'coordinates': [-87.79558107, 41.93824434]}"
6700,9347,91.6,21.3,"{'type': 'Point', 'coordinates': [-87.79804255, 41.93818712]}"
6701,9349,53.6,6.7,"{'type': 'Point', 'coordinates': [-87.80413667, 41.93809664]}"
6702,9350,419.4,124.1,"{'type': 'Point', 'coordinates': [-87.8064702, 41.93806847]}"
6703,9351,34.8,14.9,"{'type': 'Point', 'coordinates': [-87.80902215, 41.93800511]}"
6704,9352,26.1,4.7,"{'type': 'Point', 'coordinates': [-87.81113848, 41.93802496]}"
6705,9353,64.7,13.7,"{'type': 'Point', 'coordinates': [-87.81397045, 41.93800178]}"
6706,9354,75.4,8.3,"{'type': 'Point', 'coordinates': [-87.81638679, 41.93801371]}"
6707,9356,41.6,4.7,"{'type': 'Point', 'coordinates': [-87.82130168, 41.93793456]}"
6708,9357,46.6,3.0,"{'type': 'Point', 'coordinates': [-87.82374345, 41.93789066]}"
6709,9358,78.7,3.1,"{'type': 'Point', 'coordinates': [-87.82619634, 41.93782237]}"
6710,9359,80.3,0.9,"{'type': 'Point', 'coordinates': [-87.82870735, 41.93776736]}"
6711,9360,43.5,1.0,"{'type': 'Point', 'coordinates': [-87.83103862, 41.93774147]}"
6712,9361,177.6,2.9,"{'type': 'Point', 'coordinates': [-87.83354342, 41.93766067]}"
6713,9362,16.5,1.2,"{'type': 'Point', 'coordinates': [-87.83473811, 41.9376669]}"
6714,9363,244.3,9.4,"{'type': 'Point', 'coordinates': [-87.74193377, 41.73373913]}"
6715,9364,0.7,20.0,"{'type': 'Point', 'coordinates': [-87.73853871, 41.73444477]}"
6716,9365,0.2,0.7,"{'type': 'Point', 'coordinates': [-87.73669955, 41.73443693]}"
6717,9366,0.2,2.2,"{'type': 'Point', 'coordinates': [-87.73371104, 41.7344889]}"
6718,9367,3.1,9.0,"{'type': 'Point', 'coordinates': [-87.73175286, 41.73452004]}"
6719,9368,1.6,5.7,"{'type': 'Point', 'coordinates': [-87.72878327, 41.73457137]}"
6720,9369,1.6,7.6,"{'type': 'Point', 'coordinates': [-87.72686298, 41.73460249]}"
6721,9370,3.7,26.3,"{'type': 'Point', 'coordinates': [-87.72396894, 41.73470121]}"
6722,9371,27.2,173.6,"{'type': 'Point', 'coordinates': [-87.72172067, 41.73471426]}"
6723,9372,0.5,9.4,"{'type': 'Point', 'coordinates': [-87.71910687, 41.73478706]}"
6724,9373,0.8,8.3,"{'type': 'Point', 'coordinates': [-87.71603449, 41.73483985]}"
6725,9374,2.9,25.6,"{'type': 'Point', 'coordinates': [-87.71419424, 41.73487145]}"
6726,9375,0.3,4.6,"{'type': 'Point', 'coordinates': [-87.71177082, 41.73493618]}"
6727,9376,0.3,0.4,"{'type': 'Point', 'coordinates': [-87.70743665, 41.7350029]}"
6728,9377,15.3,20.8,"{'type': 'Point', 'coordinates': [-87.70403755, 41.73499581]}"
6729,9378,40.4,292.5,"{'type': 'Point', 'coordinates': [-87.70252845, 41.73503889]}"
6730,9379,2.2,10.1,"{'type': 'Point', 'coordinates': [-87.69988055, 41.73507581]}"
6731,9380,11.6,48.6,"{'type': 'Point', 'coordinates': [-87.6971062, 41.73516925]}"
6732,9381,8.5,36.2,"{'type': 'Point', 'coordinates': [-87.69499961, 41.73519606]}"
6733,9382,22.2,73.8,"{'type': 'Point', 'coordinates': [-87.69241743, 41.73525807]}"
6734,9383,9.0,23.9,"{'type': 'Point', 'coordinates': [-87.68997643, 41.73527758]}"
6735,9384,1.2,10.5,"{'type': 'Point', 'coordinates': [-87.6876345, 41.73527632]}"
6736,9386,90.4,10.5,"{'type': 'Point', 'coordinates': [-87.68149971, 41.73535616]}"
6737,9387,1.5,7.9,"{'type': 'Point', 'coordinates': [-87.67613476, 41.73547262]}"
6738,9388,25.7,101.3,"{'type': 'Point', 'coordinates': [-87.6722939, 41.73555332]}"
6739,9391,22.6,77.8,"{'type': 'Point', 'coordinates': [-87.66562288, 41.73565603]}"
6740,9393,16.8,83.2,"{'type': 'Point', 'coordinates': [-87.66072652, 41.73572814]}"
6741,9395,32.4,76.5,"{'type': 'Point', 'coordinates': [-87.65587694, 41.73580124]}"
6742,9397,50.0,139.1,"{'type': 'Point', 'coordinates': [-87.65104668, 41.73589332]}"
6743,9399,85.1,143.7,"{'type': 'Point', 'coordinates': [-87.64544503, 41.73594682]}"
6744,9401,27.8,63.7,"{'type': 'Point', 'coordinates': [-87.64129045, 41.73598851]}"
6745,9402,59.9,146.0,"{'type': 'Point', 'coordinates': [-87.63886053, 41.73600205]}"
6746,9403,26.6,119.9,"{'type': 'Point', 'coordinates': [-87.63650901, 41.73601241]}"
6747,9404,37.5,62.7,"{'type': 'Point', 'coordinates': [-87.63280503, 41.73591952]}"
6748,9405,127.0,99.0,"{'type': 'Point', 'coordinates': [-87.62903781, 41.73607822]}"
6749,9407,294.2,353.2,"{'type': 'Point', 'coordinates': [-87.62562628, 41.7361493]}"
6750,9408,1004.4,1269.2,"{'type': 'Point', 'coordinates': [-87.62482928, 41.7361613]}"
6751,9409,86.2,191.9,"{'type': 'Point', 'coordinates': [-87.62377578, 41.7361934]}"
6752,9410,24.6,59.7,"{'type': 'Point', 'coordinates': [-87.62274918, 41.736304]}"
6753,9411,12.9,25.7,"{'type': 'Point', 'coordinates': [-87.62113503, 41.7363386]}"
6754,9412,20.0,17.1,"{'type': 'Point', 'coordinates': [-87.61960248, 41.73636246]}"
6755,9413,19.5,8.1,"{'type': 'Point', 'coordinates': [-87.617908, 41.73641]}"
6756,9414,21.3,10.7,"{'type': 'Point', 'coordinates': [-87.61627863, 41.73641031]}"
6757,9415,290.6,235.5,"{'type': 'Point', 'coordinates': [-87.61467286, 41.73643486]}"
6758,9416,33.7,22.3,"{'type': 'Point', 'coordinates': [-87.61221, 41.73646872]}"
6759,9417,76.0,24.3,"{'type': 'Point', 'coordinates': [-87.609805, 41.736533]}"
6760,9418,150.5,28.4,"{'type': 'Point', 'coordinates': [-87.60733105, 41.73654489]}"
6761,9419,715.0,506.9,"{'type': 'Point', 'coordinates': [-87.60505254, 41.73656379]}"
6762,9420,33.0,21.7,"{'type': 'Point', 'coordinates': [-87.60230326, 41.73661381]}"
6763,9421,53.9,33.1,"{'type': 'Point', 'coordinates': [-87.601322, 41.736645]}"
6764,9422,31.3,10.2,"{'type': 'Point', 'coordinates': [-87.59930038, 41.73666418]}"
6765,9423,173.7,81.1,"{'type': 'Point', 'coordinates': [-87.59714192, 41.73669466]}"
6766,9425,111.1,44.8,"{'type': 'Point', 'coordinates': [-87.59308252, 41.73674995]}"
6767,9426,88.2,23.5,"{'type': 'Point', 'coordinates': [-87.59064173, 41.73680448]}"
6768,9427,171.5,31.6,"{'type': 'Point', 'coordinates': [-87.5882416, 41.7368129]}"
6769,9429,595.5,340.9,"{'type': 'Point', 'coordinates': [-87.584817, 41.736847]}"
6770,9430,69.1,33.4,"{'type': 'Point', 'coordinates': [-87.5829, 41.73688]}"
6771,9431,71.1,19.7,"{'type': 'Point', 'coordinates': [-87.580705, 41.736918]}"
6772,9432,178.9,23.3,"{'type': 'Point', 'coordinates': [-87.57824053, 41.73695541]}"
6773,9434,205.3,32.3,"{'type': 'Point', 'coordinates': [-87.573457, 41.737033]}"
6774,9435,36.4,11.8,"{'type': 'Point', 'coordinates': [-87.571038, 41.737045]}"
6775,9436,63.1,10.1,"{'type': 'Point', 'coordinates': [-87.568997, 41.737082]}"
6776,9437,181.6,44.1,"{'type': 'Point', 'coordinates': [-87.56583847, 41.73712848]}"
6777,9438,102.3,17.8,"{'type': 'Point', 'coordinates': [-87.563817, 41.737168]}"
6778,9439,165.0,25.2,"{'type': 'Point', 'coordinates': [-87.561417, 41.737203]}"
6779,9440,147.3,29.4,"{'type': 'Point', 'coordinates': [-87.558558, 41.737248]}"
6780,9441,132.2,25.5,"{'type': 'Point', 'coordinates': [-87.557128, 41.737275]}"
6781,9442,109.7,12.6,"{'type': 'Point', 'coordinates': [-87.55430104, 41.73728795]}"
6782,9444,340.2,104.8,"{'type': 'Point', 'coordinates': [-87.55154268, 41.7373005]}"
6783,9445,35.4,16.1,"{'type': 'Point', 'coordinates': [-87.548915, 41.737358]}"
6784,9446,141.8,71.8,"{'type': 'Point', 'coordinates': [-87.546023, 41.737383]}"
6785,9447,17.3,13.8,"{'type': 'Point', 'coordinates': [-87.54462, 41.737398]}"
6786,9448,50.6,26.6,"{'type': 'Point', 'coordinates': [-87.544468, 41.735802]}"
6787,9449,65.2,32.3,"{'type': 'Point', 'coordinates': [-87.544433, 41.73397]}"
6788,9450,43.4,24.4,"{'type': 'Point', 'coordinates': [-87.544403, 41.732162]}"
6789,9451,49.0,24.6,"{'type': 'Point', 'coordinates': [-87.54437992, 41.73027144]}"
6790,9452,15.6,9.2,"{'type': 'Point', 'coordinates': [-87.54975508, 41.73015422]}"
6791,9453,444.0,505.0,"{'type': 'Point', 'coordinates': [-87.55111067, 41.73014699]}"
6792,9454,94.3,420.7,"{'type': 'Point', 'coordinates': [-87.55172575, 41.73744325]}"
6793,9456,16.5,54.4,"{'type': 'Point', 'coordinates': [-87.55366, 41.737418]}"
6794,9457,48.0,138.9,"{'type': 'Point', 'coordinates': [-87.556107, 41.737385]}"
6795,9458,42.3,160.1,"{'type': 'Point', 'coordinates': [-87.558505, 41.737345]}"
6796,9459,38.7,169.5,"{'type': 'Point', 'coordinates': [-87.560945, 41.737315]}"
6797,9460,16.4,83.9,"{'type': 'Point', 'coordinates': [-87.563413, 41.737278]}"
6798,9462,46.6,199.0,"{'type': 'Point', 'coordinates': [-87.56642826, 41.73725316]}"
6799,9463,8.8,78.9,"{'type': 'Point', 'coordinates': [-87.57067397, 41.73720661]}"
6800,9464,47.9,103.3,"{'type': 'Point', 'coordinates': [-87.57312597, 41.73716161]}"
6801,9465,289.5,390.4,"{'type': 'Point', 'coordinates': [-87.57557597, 41.7371206]}"
6802,9466,24.0,113.7,"{'type': 'Point', 'coordinates': [-87.57800397, 41.7370716]}"
6803,9467,21.2,62.0,"{'type': 'Point', 'coordinates': [-87.580363, 41.737055]}"
6804,9468,33.2,51.7,"{'type': 'Point', 'coordinates': [-87.582553, 41.737023]}"
6805,9470,304.6,693.9,"{'type': 'Point', 'coordinates': [-87.58592816, 41.73697812]}"
6806,9471,25.9,93.3,"{'type': 'Point', 'coordinates': [-87.587628, 41.736943]}"
6807,9472,36.2,121.9,"{'type': 'Point', 'coordinates': [-87.590098, 41.736912]}"
6808,9475,93.3,155.7,"{'type': 'Point', 'coordinates': [-87.597422, 41.736795]}"
6809,9476,10.2,17.1,"{'type': 'Point', 'coordinates': [-87.598957, 41.736782]}"
6810,9480,24.8,95.4,"{'type': 'Point', 'coordinates': [-87.60711624, 41.73668233]}"
6811,9481,31.8,67.9,"{'type': 'Point', 'coordinates': [-87.609503, 41.736658]}"
6812,9482,19.1,26.0,"{'type': 'Point', 'coordinates': [-87.61199898, 41.73660793]}"
6813,9483,274.1,260.7,"{'type': 'Point', 'coordinates': [-87.61443555, 41.73657208]}"
6814,9484,5.2,24.6,"{'type': 'Point', 'coordinates': [-87.61607118, 41.73655705]}"
6815,9485,4.1,13.5,"{'type': 'Point', 'coordinates': [-87.617498, 41.736523]}"
6816,9486,17.3,17.8,"{'type': 'Point', 'coordinates': [-87.619132, 41.736495]}"
6817,9487,13.4,7.1,"{'type': 'Point', 'coordinates': [-87.620738, 41.736473]}"
6818,9488,97.4,29.4,"{'type': 'Point', 'coordinates': [-87.6225211, 41.73644735]}"
6819,9489,532.8,228.6,"{'type': 'Point', 'coordinates': [-87.62402487, 41.73642434]}"
