,stop_id,alightings,boardings,location
2460,3232,165.1,251.9,"{'type': 'Point', 'coordinates': [-87.63488716, 41.77996496]}"
2461,3233,98.8,79.7,"{'type': 'Point', 'coordinates': [-87.63733366, 41.77995022]}"
2462,3234,15.5,16.8,"{'type': 'Point', 'coordinates': [-87.63901456, 41.77991462]}"
2463,3235,316.6,191.9,"{'type': 'Point', 'coordinates': [-87.64080704, 41.7798779]}"
2464,3240,167.3,68.3,"{'type': 'Point', 'coordinates': [-87.65195225, 41.7797107]}"
2465,3242,69.7,30.6,"{'type': 'Point', 'coordinates': [-87.65686727, 41.77961155]}"
2466,3243,114.9,40.1,"{'type': 'Point', 'coordinates': [-87.659259, 41.77957206]}"
2467,3244,203.9,62.7,"{'type': 'Point', 'coordinates': [-87.6616912, 41.77956658]}"
2468,3245,693.0,467.3,"{'type': 'Point', 'coordinates': [-87.663683, 41.778812]}"
2469,3246,74.5,349.6,"{'type': 'Point', 'coordinates': [-87.66459894, 41.77952869]}"
2470,3247,81.7,34.2,"{'type': 'Point', 'coordinates': [-87.66649764, 41.77947274]}"
2471,3248,157.6,73.9,"{'type': 'Point', 'coordinates': [-87.66888622, 41.77946557]}"
2472,3249,243.3,91.1,"{'type': 'Point', 'coordinates': [-87.67134785, 41.77940287]}"
2473,3251,61.9,27.6,"{'type': 'Point', 'coordinates': [-87.67615837, 41.77936676]}"
2474,3254,134.3,18.4,"{'type': 'Point', 'coordinates': [-87.68098659, 41.77923395]}"
2475,3255,719.7,323.7,"{'type': 'Point', 'coordinates': [-87.68337469, 41.77929499]}"
2476,3256,174.3,90.7,"{'type': 'Point', 'coordinates': [-87.68595399, 41.77927091]}"
2477,3258,220.8,37.7,"{'type': 'Point', 'coordinates': [-87.69085251, 41.77921923]}"
2478,3260,123.1,29.8,"{'type': 'Point', 'coordinates': [-87.69570595, 41.77913263]}"
2479,3261,201.8,78.1,"{'type': 'Point', 'coordinates': [-87.69818544, 41.77912276]}"
2480,3262,248.3,38.9,"{'type': 'Point', 'coordinates': [-87.70055501, 41.77907289]}"
2481,3264,39.7,26.0,"{'type': 'Point', 'coordinates': [-87.70541677, 41.77901155]}"
2482,3265,17.4,34.8,"{'type': 'Point', 'coordinates': [-87.70779978, 41.77901054]}"
2483,3266,45.7,58.1,"{'type': 'Point', 'coordinates': [-87.710133, 41.778892]}"
2484,3267,16.4,21.3,"{'type': 'Point', 'coordinates': [-87.71236398, 41.77891406]}"
2485,3269,36.6,26.8,"{'type': 'Point', 'coordinates': [-87.71769208, 41.77878128]}"
2486,3270,59.7,22.0,"{'type': 'Point', 'coordinates': [-87.72020472, 41.77876193]}"
2487,3271,313.2,109.4,"{'type': 'Point', 'coordinates': [-87.722523, 41.778709]}"
2488,3272,36.7,60.9,"{'type': 'Point', 'coordinates': [-87.72499, 41.778697]}"
2489,3274,26.6,38.0,"{'type': 'Point', 'coordinates': [-87.729888, 41.778698]}"
2490,3277,32.2,28.2,"{'type': 'Point', 'coordinates': [-87.73487445, 41.77857828]}"
2491,3279,46.3,14.1,"{'type': 'Point', 'coordinates': [-87.73969845, 41.77852406]}"
2492,3281,300.7,51.4,"{'type': 'Point', 'coordinates': [-87.74204338, 41.77853286]}"
2493,3299,12.9,2.4,"{'type': 'Point', 'coordinates': [-87.78138169, 41.7775672]}"
2494,3300,22.5,0.0,"{'type': 'Point', 'coordinates': [-87.78158992, 41.77655992]}"
2495,3311,2.4,12.5,"{'type': 'Point', 'coordinates': [-87.75696754, 41.77808128]}"
2496,3314,4.0,27.9,"{'type': 'Point', 'coordinates': [-87.75326521, 41.77811975]}"
2497,3315,1.0,8.2,"{'type': 'Point', 'coordinates': [-87.75086666, 41.77819176]}"
2498,3316,1.3,6.0,"{'type': 'Point', 'coordinates': [-87.74845743, 41.77824702]}"
2499,3320,37.2,12.8,"{'type': 'Point', 'coordinates': [-87.74237673, 41.77674258]}"
2500,3321,9.9,9.3,"{'type': 'Point', 'coordinates': [-87.742376, 41.77497051]}"
2501,3322,9.9,2.4,"{'type': 'Point', 'coordinates': [-87.74442335, 41.77478905]}"
2502,3323,8.5,2.6,"{'type': 'Point', 'coordinates': [-87.74683542, 41.7747378]}"
2503,3324,23.3,3.2,"{'type': 'Point', 'coordinates': [-87.74875415, 41.77474386]}"
2504,3325,8.2,1.2,"{'type': 'Point', 'coordinates': [-87.75025109, 41.77468629]}"
2505,3326,14.4,2.0,"{'type': 'Point', 'coordinates': [-87.75168654, 41.77466046]}"
2506,3327,13.5,2.7,"{'type': 'Point', 'coordinates': [-87.75430253, 41.77461532]}"
2507,3328,63.2,6.7,"{'type': 'Point', 'coordinates': [-87.75666745, 41.77456145]}"
2508,3329,68.5,8.6,"{'type': 'Point', 'coordinates': [-87.7590143, 41.77451256]}"
2509,3330,35.7,2.7,"{'type': 'Point', 'coordinates': [-87.76146949, 41.77448423]}"
2510,3331,36.4,2.1,"{'type': 'Point', 'coordinates': [-87.76390693, 41.77444789]}"
2511,3332,66.8,11.4,"{'type': 'Point', 'coordinates': [-87.76632824, 41.77438801]}"
2512,3333,24.7,3.0,"{'type': 'Point', 'coordinates': [-87.76881978, 41.77433671]}"
2513,3335,0.2,0.0,"{'type': 'Point', 'coordinates': [-87.77370967, 41.77424098]}"
2514,3350,0.0,0.3,"{'type': 'Point', 'coordinates': [-87.80034897, 41.7736229]}"
2515,3352,0.1,5.4,"{'type': 'Point', 'coordinates': [-87.7959478, 41.77370161]}"
2516,3366,0.0,0.0,"{'type': 'Point', 'coordinates': [-87.76411962, 41.77425132]}"
2517,3367,11.4,82.1,"{'type': 'Point', 'coordinates': [-87.76168062, 41.77429632]}"
2518,3368,1.4,23.6,"{'type': 'Point', 'coordinates': [-87.7590772, 41.77436997]}"
2519,3369,3.1,24.8,"{'type': 'Point', 'coordinates': [-87.7566502, 41.77441797]}"
2520,3370,3.2,27.1,"{'type': 'Point', 'coordinates': [-87.75422914, 41.7744548]}"
2521,3371,13.1,66.3,"{'type': 'Point', 'coordinates': [-87.75202337, 41.77449884]}"
2522,3372,3.4,38.1,"{'type': 'Point', 'coordinates': [-87.75031145, 41.77450766]}"
2523,3374,7.0,33.9,"{'type': 'Point', 'coordinates': [-87.74716381, 41.77459196]}"
2524,3375,16.3,79.7,"{'type': 'Point', 'coordinates': [-87.74452667, 41.77459097]}"
2525,3377,9.7,18.3,"{'type': 'Point', 'coordinates': [-87.74207027, 41.77643353]}"
2526,3378,58.1,296.0,"{'type': 'Point', 'coordinates': [-87.74191469, 41.77834269]}"
2527,3379,24.6,30.5,"{'type': 'Point', 'coordinates': [-87.739947, 41.7784]}"
2528,3384,37.0,21.9,"{'type': 'Point', 'coordinates': [-87.730185, 41.778521]}"
2529,3385,57.5,15.8,"{'type': 'Point', 'coordinates': [-87.727742, 41.778549]}"
2530,3386,57.7,17.9,"{'type': 'Point', 'coordinates': [-87.725298, 41.778577]}"
2531,3389,36.4,26.0,"{'type': 'Point', 'coordinates': [-87.717934, 41.778677]}"
2532,3391,35.0,12.9,"{'type': 'Point', 'coordinates': [-87.71260569, 41.77874854]}"
2533,3393,29.8,7.4,"{'type': 'Point', 'coordinates': [-87.70805, 41.77882]}"
2534,3394,41.5,41.0,"{'type': 'Point', 'coordinates': [-87.705626, 41.778863]}"
2535,3395,200.4,358.3,"{'type': 'Point', 'coordinates': [-87.70327073, 41.77889387]}"
2536,3396,38.4,160.5,"{'type': 'Point', 'coordinates': [-87.700751, 41.778942]}"
2537,3397,74.3,172.3,"{'type': 'Point', 'coordinates': [-87.698325, 41.778981]}"
2538,3398,69.1,123.6,"{'type': 'Point', 'coordinates': [-87.695894, 41.779016]}"
2539,3400,42.1,96.2,"{'type': 'Point', 'coordinates': [-87.691023, 41.779087]}"
2540,3402,128.9,98.8,"{'type': 'Point', 'coordinates': [-87.686176, 41.779157]}"
2541,3404,16.8,61.7,"{'type': 'Point', 'coordinates': [-87.681169, 41.779159]}"
2542,3407,42.6,53.9,"{'type': 'Point', 'coordinates': [-87.67651545, 41.77920108]}"
2543,3408,136.2,243.4,"{'type': 'Point', 'coordinates': [-87.67406814, 41.77923894]}"
2544,3409,74.7,154.5,"{'type': 'Point', 'coordinates': [-87.67158, 41.77927]}"
2545,3410,69.2,142.3,"{'type': 'Point', 'coordinates': [-87.668824, 41.779297]}"
2546,3411,41.7,48.4,"{'type': 'Point', 'coordinates': [-87.666739, 41.779331]}"
2547,3413,751.8,889.3,"{'type': 'Point', 'coordinates': [-87.66384995, 41.77941275]}"
2548,3414,21.8,70.0,"{'type': 'Point', 'coordinates': [-87.661884, 41.779445]}"
2549,3415,44.8,101.9,"{'type': 'Point', 'coordinates': [-87.659471, 41.779475]}"
2550,3416,34.1,44.6,"{'type': 'Point', 'coordinates': [-87.657092, 41.7795]}"
2551,3417,201.5,294.6,"{'type': 'Point', 'coordinates': [-87.65462323, 41.77954019]}"
2552,3418,58.5,83.2,"{'type': 'Point', 'coordinates': [-87.652178, 41.779563]}"
2553,3420,45.0,107.1,"{'type': 'Point', 'coordinates': [-87.64732819, 41.77963735]}"
2554,3421,516.6,678.7,"{'type': 'Point', 'coordinates': [-87.64489485, 41.77971854]}"
2555,3422,114.2,185.9,"{'type': 'Point', 'coordinates': [-87.64195389, 41.77975164]}"
2556,3423,134.6,245.5,"{'type': 'Point', 'coordinates': [-87.64097214, 41.7797413]}"
2557,3424,10.4,12.5,"{'type': 'Point', 'coordinates': [-87.63943912, 41.77976843]}"
2558,3425,145.8,71.6,"{'type': 'Point', 'coordinates': [-87.637617, 41.779798]}"
2559,3427,5.5,2.6,"{'type': 'Point', 'coordinates': [-87.633517, 41.779872]}"
2560,3428,64.9,5.9,"{'type': 'Point', 'coordinates': [-87.632628, 41.779877]}"
2561,3429,1513.6,331.6,"{'type': 'Point', 'coordinates': [-87.631904, 41.77988]}"
2562,3430,60.1,540.2,"{'type': 'Point', 'coordinates': [-87.629887, 41.779907]}"
2563,3432,156.7,126.5,"{'type': 'Point', 'coordinates': [-87.625107, 41.779987]}"
2564,3433,23.1,13.5,"{'type': 'Point', 'coordinates': [-87.62368873, 41.77994977]}"
2565,3434,120.3,67.3,"{'type': 'Point', 'coordinates': [-87.62227473, 41.77997097]}"
2566,3435,50.0,23.7,"{'type': 'Point', 'coordinates': [-87.620534, 41.780058]}"
2567,3436,37.8,13.4,"{'type': 'Point', 'coordinates': [-87.618939, 41.780107]}"
2568,3437,705.6,403.5,"{'type': 'Point', 'coordinates': [-87.6157171, 41.78017641]}"
2569,3438,77.1,80.3,"{'type': 'Point', 'coordinates': [-87.6132692, 41.78019113]}"
2570,3439,56.1,24.2,"{'type': 'Point', 'coordinates': [-87.61217184, 41.78021399]}"
2571,3440,104.8,37.6,"{'type': 'Point', 'coordinates': [-87.61089338, 41.78026229]}"
2572,3441,73.7,23.5,"{'type': 'Point', 'coordinates': [-87.60845469, 41.78028994]}"
2573,3442,692.6,392.5,"{'type': 'Point', 'coordinates': [-87.606056, 41.780348]}"
2574,3443,67.6,110.5,"{'type': 'Point', 'coordinates': [-87.60429231, 41.78037629]}"
2575,3444,115.5,49.2,"{'type': 'Point', 'coordinates': [-87.602558, 41.78037]}"
2576,3445,55.6,23.5,"{'type': 'Point', 'coordinates': [-87.60063, 41.780423]}"
2577,3446,54.4,19.1,"{'type': 'Point', 'coordinates': [-87.599368, 41.780435]}"
2578,3447,118.3,39.1,"{'type': 'Point', 'coordinates': [-87.597432, 41.780453]}"
2579,3448,176.5,37.1,"{'type': 'Point', 'coordinates': [-87.59628914, 41.78046005]}"
2580,3449,109.3,27.3,"{'type': 'Point', 'coordinates': [-87.59478214, 41.78048005]}"
2581,3450,121.5,16.5,"{'type': 'Point', 'coordinates': [-87.59319963, 41.78046643]}"
2582,3451,142.7,32.4,"{'type': 'Point', 'coordinates': [-87.59162263, 41.78048242]}"
2583,3452,104.8,3.8,"{'type': 'Point', 'coordinates': [-87.58922299, 41.78049993]}"
2584,3453,1000.2,10.6,"{'type': 'Point', 'coordinates': [-87.58665852, 41.78053288]}"
2585,3455,38.9,98.9,"{'type': 'Point', 'coordinates': [-87.631197, 41.721738]}"
2586,3456,76.5,184.3,"{'type': 'Point', 'coordinates': [-87.633215, 41.72167]}"
2587,3457,72.9,94.2,"{'type': 'Point', 'coordinates': [-87.63585239, 41.72166463]}"
2588,3458,71.0,54.2,"{'type': 'Point', 'coordinates': [-87.638185, 41.721618]}"
2589,3459,81.7,35.2,"{'type': 'Point', 'coordinates': [-87.640568, 41.721593]}"
2590,3461,35.6,12.4,"{'type': 'Point', 'coordinates': [-87.645437, 41.72153]}"
2591,3462,80.4,32.1,"{'type': 'Point', 'coordinates': [-87.647873, 41.721497]}"
2592,3463,11.8,12.8,"{'type': 'Point', 'coordinates': [-87.649928, 41.721475]}"
2593,3464,82.8,115.4,"{'type': 'Point', 'coordinates': [-87.65110893, 41.72146886]}"
2594,3465,65.6,35.8,"{'type': 'Point', 'coordinates': [-87.652777, 41.721435]}"
2595,3466,166.7,40.8,"{'type': 'Point', 'coordinates': [-87.655178, 41.721402]}"
2596,3467,112.7,55.4,"{'type': 'Point', 'coordinates': [-87.657567, 41.721337]}"
2597,3468,54.6,9.1,"{'type': 'Point', 'coordinates': [-87.658825, 41.721375]}"
2598,3469,256.7,13.3,"{'type': 'Point', 'coordinates': [-87.660065, 41.721353]}"
2599,3471,332.9,288.5,"{'type': 'Point', 'coordinates': [-87.66319167, 41.72130603]}"
2600,3473,28.7,23.6,"{'type': 'Point', 'coordinates': [-87.66736916, 41.72126991]}"
2601,3474,34.0,2.9,"{'type': 'Point', 'coordinates': [-87.66922669, 41.72123722]}"
2602,3475,35.3,7.3,"{'type': 'Point', 'coordinates': [-87.67220794, 41.72119766]}"
2603,3477,60.0,2.0,"{'type': 'Point', 'coordinates': [-87.67706988, 41.7211313]}"
2604,3478,137.7,2.8,"{'type': 'Point', 'coordinates': [-87.67945805, 41.72108919]}"
2605,3479,457.0,50.0,"{'type': 'Point', 'coordinates': [-87.68223215, 41.72059859]}"
2606,3480,54.1,4.4,"{'type': 'Point', 'coordinates': [-87.68212805, 41.71884494]}"
2607,3481,64.0,7.7,"{'type': 'Point', 'coordinates': [-87.68208566, 41.7173578]}"
2608,3482,84.1,22.5,"{'type': 'Point', 'coordinates': [-87.68206129, 41.71562235]}"
2609,3485,10.1,448.0,"{'type': 'Point', 'coordinates': [-87.68304456, 41.72078766]}"
2610,3488,3.5,38.5,"{'type': 'Point', 'coordinates': [-87.67735639, 41.72088921]}"
2611,3489,5.6,25.3,"{'type': 'Point', 'coordinates': [-87.67410221, 41.72093645]}"
2612,3492,3.4,21.9,"{'type': 'Point', 'coordinates': [-87.66931154, 41.72099458]}"
2613,3493,10.0,21.0,"{'type': 'Point', 'coordinates': [-87.66803752, 41.72101431]}"
2614,3494,14.4,31.0,"{'type': 'Point', 'coordinates': [-87.6661921, 41.72104113]}"
2615,3496,271.2,616.0,"{'type': 'Point', 'coordinates': [-87.6629445, 41.72110673]}"
2616,3497,6.1,71.0,"{'type': 'Point', 'coordinates': [-87.660823, 41.721142]}"
2617,3498,14.2,65.2,"{'type': 'Point', 'coordinates': [-87.659263, 41.721153]}"
2618,3500,40.3,113.2,"{'type': 'Point', 'coordinates': [-87.65547979, 41.72120191]}"
2619,3501,58.9,56.9,"{'type': 'Point', 'coordinates': [-87.65304791, 41.72123266]}"
2620,3502,104.5,133.4,"{'type': 'Point', 'coordinates': [-87.6509333, 41.72124707]}"
2621,3503,42.3,64.3,"{'type': 'Point', 'coordinates': [-87.64811279, 41.72130231]}"
2622,3504,141.4,35.1,"{'type': 'Point', 'coordinates': [-87.64574306, 41.7213214]}"
2623,3506,18.8,36.4,"{'type': 'Point', 'coordinates': [-87.640932, 41.721387]}"
2624,3507,35.0,72.4,"{'type': 'Point', 'coordinates': [-87.638507, 41.721417]}"
2625,3508,43.1,72.4,"{'type': 'Point', 'coordinates': [-87.636098, 41.721458]}"
2626,3509,49.9,48.2,"{'type': 'Point', 'coordinates': [-87.634105, 41.72149]}"
2627,3510,58.6,49.7,"{'type': 'Point', 'coordinates': [-87.63121104, 41.72151704]}"
2628,3511,218.6,20.0,"{'type': 'Point', 'coordinates': [-87.62877168, 41.72155016]}"
2629,3513,9.4,250.0,"{'type': 'Point', 'coordinates': [-87.67618415, 42.01947604]}"
2630,3514,28.5,113.0,"{'type': 'Point', 'coordinates': [-87.67752857, 42.01948337]}"
2631,3515,92.9,192.1,"{'type': 'Point', 'coordinates': [-87.68028045, 42.01950215]}"
2632,3516,68.6,50.5,"{'type': 'Point', 'coordinates': [-87.6826949, 42.01954976]}"
2633,3517,160.4,224.1,"{'type': 'Point', 'coordinates': [-87.68439804, 42.0195519]}"
2634,3518,65.6,16.2,"{'type': 'Point', 'coordinates': [-87.68847772, 42.01960031]}"
2635,3519,205.8,220.0,"{'type': 'Point', 'coordinates': [-87.68998555, 42.01959882]}"
2636,3520,30.9,11.6,"{'type': 'Point', 'coordinates': [-87.69317268, 42.01952239]}"
2637,3521,8.9,3.8,"{'type': 'Point', 'coordinates': [-87.69475471, 42.01948654]}"
2638,3522,9.7,1.9,"{'type': 'Point', 'coordinates': [-87.69618282, 42.01946684]}"
2639,3523,118.7,71.3,"{'type': 'Point', 'coordinates': [-87.69942136, 42.01939922]}"
2640,3524,23.9,47.7,"{'type': 'Point', 'coordinates': [-87.6993905, 42.02119952]}"
2641,3525,33.7,23.9,"{'type': 'Point', 'coordinates': [-87.69942549, 42.02295552]}"
2642,3526,10.0,6.4,"{'type': 'Point', 'coordinates': [-87.69936449, 42.02472252]}"
2643,3527,41.5,47.3,"{'type': 'Point', 'coordinates': [-87.69960065, 42.02663297]}"
2644,3528,5.3,6.2,"{'type': 'Point', 'coordinates': [-87.701687, 42.026596]}"
2645,3529,35.8,6.0,"{'type': 'Point', 'coordinates': [-87.70403408, 42.02655021]}"
2646,3530,39.1,7.3,"{'type': 'Point', 'coordinates': [-87.70555025, 42.02655022]}"
2647,3531,0.4,0.2,"{'type': 'Point', 'coordinates': [-87.70919266, 42.02650282]}"
2648,3532,32.4,9.8,"{'type': 'Point', 'coordinates': [-87.71133383, 42.02645308]}"
2649,3534,91.0,20.1,"{'type': 'Point', 'coordinates': [-87.71558719, 42.02638395]}"
2650,3535,17.4,6.6,"{'type': 'Point', 'coordinates': [-87.7183872, 42.02638495]}"
2651,3536,29.8,6.1,"{'type': 'Point', 'coordinates': [-87.72068821, 42.02638395]}"
2652,3538,12.4,5.1,"{'type': 'Point', 'coordinates': [-87.725388, 42.026296]}"
2653,3539,21.3,16.2,"{'type': 'Point', 'coordinates': [-87.7280185, 42.02629076]}"
2654,3540,11.9,10.9,"{'type': 'Point', 'coordinates': [-87.7303185, 42.02629176]}"
2655,3541,6.6,7.3,"{'type': 'Point', 'coordinates': [-87.7325195, 42.02628976]}"
2656,3542,9.0,4.3,"{'type': 'Point', 'coordinates': [-87.7352205, 42.02628976]}"
2657,3543,27.9,14.0,"{'type': 'Point', 'coordinates': [-87.73751751, 42.02629076]}"
2658,3544,5.7,5.7,"{'type': 'Point', 'coordinates': [-87.73992051, 42.02628976]}"
2659,3545,14.3,7.3,"{'type': 'Point', 'coordinates': [-87.74258507, 42.02633549]}"
2660,3546,17.0,12.9,"{'type': 'Point', 'coordinates': [-87.74370156, 42.02634955]}"
2661,3547,40.6,16.0,"{'type': 'Point', 'coordinates': [-87.74623849, 42.02633425]}"
2662,3549,44.3,19.4,"{'type': 'Point', 'coordinates': [-87.75164917, 42.02635177]}"
2663,3550,79.4,48.7,"{'type': 'Point', 'coordinates': [-87.75444055, 42.02641861]}"
2664,3551,8.0,8.2,"{'type': 'Point', 'coordinates': [-87.75447136, 42.02776286]}"
2665,3552,5.3,3.4,"{'type': 'Point', 'coordinates': [-87.75341, 42.029638]}"
2666,3553,14.3,7.8,"{'type': 'Point', 'coordinates': [-87.75213408, 42.03174567]}"
2667,3554,18.4,9.2,"{'type': 'Point', 'coordinates': [-87.75114684, 42.03338376]}"
2668,3556,10.2,8.0,"{'type': 'Point', 'coordinates': [-87.74986513, 42.03621039]}"
2669,3557,15.6,5.6,"{'type': 'Point', 'coordinates': [-87.74943813, 42.03702039]}"
2670,3558,11.1,4.1,"{'type': 'Point', 'coordinates': [-87.74876643, 42.03886401]}"
2671,3559,47.3,12.9,"{'type': 'Point', 'coordinates': [-87.74808726, 42.0408546]}"
2672,3560,21.1,6.8,"{'type': 'Point', 'coordinates': [-87.75047178, 42.04087391]}"
2673,3562,127.1,127.8,"{'type': 'Point', 'coordinates': [-87.75217756, 42.04040005]}"
2674,3563,5.2,24.4,"{'type': 'Point', 'coordinates': [-87.75048791, 42.04092439]}"
2675,3564,17.2,31.5,"{'type': 'Point', 'coordinates': [-87.75082674, 42.04072068]}"
2676,3565,24.0,14.4,"{'type': 'Point', 'coordinates': [-87.75046304, 42.0443133]}"
2677,3566,29.7,4.4,"{'type': 'Point', 'coordinates': [-87.75045403, 42.0461903]}"
2678,3567,79.1,12.8,"{'type': 'Point', 'coordinates': [-87.748671, 42.047981]}"
2679,3568,26.9,1.7,"{'type': 'Point', 'coordinates': [-87.7468, 42.049997]}"
2680,3569,96.5,8.4,"{'type': 'Point', 'coordinates': [-87.746775, 42.051506]}"
2681,3570,42.1,1.4,"{'type': 'Point', 'coordinates': [-87.746748, 42.053314]}"
2682,3571,14.9,0.2,"{'type': 'Point', 'coordinates': [-87.74703587, 42.05531501]}"
2683,3572,65.3,3.2,"{'type': 'Point', 'coordinates': [-87.74949038, 42.05539146]}"
2684,3573,157.3,38.0,"{'type': 'Point', 'coordinates': [-87.75129476, 42.05545286]}"
2685,3574,418.0,314.5,"{'type': 'Point', 'coordinates': [-87.75027039, 42.05944639]}"
2686,3575,12.2,83.9,"{'type': 'Point', 'coordinates': [-87.75075462, 42.060889]}"
2687,3576,2.1,20.6,"{'type': 'Point', 'coordinates': [-87.75121612, 42.05521018]}"
2688,3577,5.1,50.7,"{'type': 'Point', 'coordinates': [-87.749669, 42.055203]}"
2689,3578,0.1,1.3,"{'type': 'Point', 'coordinates': [-87.74693177, 42.05519006]}"
2690,3579,16.4,196.7,"{'type': 'Point', 'coordinates': [-87.74699901, 42.05329829]}"
2691,3580,3.2,20.3,"{'type': 'Point', 'coordinates': [-87.747026, 42.05149029]}"
2692,3581,3.6,28.7,"{'type': 'Point', 'coordinates': [-87.74710616, 42.0493343]}"
2693,3582,14.7,74.8,"{'type': 'Point', 'coordinates': [-87.74702928, 42.0478642]}"
2694,3583,5.4,17.8,"{'type': 'Point', 'coordinates': [-87.74715235, 42.04615027]}"
2695,3584,8.0,15.4,"{'type': 'Point', 'coordinates': [-87.74715134, 42.04434927]}"
2696,3585,7.2,4.9,"{'type': 'Point', 'coordinates': [-87.74705446, 42.04259974]}"
2697,3586,20.7,59.8,"{'type': 'Point', 'coordinates': [-87.74815691, 42.04071899]}"
2698,3587,8.0,11.1,"{'type': 'Point', 'coordinates': [-87.74906126, 42.03903548]}"
2699,3588,8.8,11.1,"{'type': 'Point', 'coordinates': [-87.74966425, 42.03722549]}"
2700,3589,9.3,9.6,"{'type': 'Point', 'coordinates': [-87.75006985, 42.03626242]}"
2701,3591,10.6,12.4,"{'type': 'Point', 'coordinates': [-87.75129102, 42.03365429]}"
2702,3592,12.0,13.1,"{'type': 'Point', 'coordinates': [-87.75233723, 42.03196765]}"
2703,3593,9.6,4.4,"{'type': 'Point', 'coordinates': [-87.75361532, 42.02962204]}"
2704,3594,20.3,9.0,"{'type': 'Point', 'coordinates': [-87.75446991, 42.02812576]}"
2705,3595,56.8,89.7,"{'type': 'Point', 'coordinates': [-87.7544127, 42.02629892]}"
2706,3596,24.4,32.0,"{'type': 'Point', 'coordinates': [-87.751804, 42.0262]}"
2707,3598,14.7,38.8,"{'type': 'Point', 'coordinates': [-87.7465573, 42.02614383]}"
2708,3599,12.5,9.8,"{'type': 'Point', 'coordinates': [-87.743902, 42.026198]}"
2709,3600,9.7,22.7,"{'type': 'Point', 'coordinates': [-87.742603, 42.026199]}"
2710,3601,5.9,3.2,"{'type': 'Point', 'coordinates': [-87.740203, 42.026198]}"
2711,3602,17.0,23.4,"{'type': 'Point', 'coordinates': [-87.7378, 42.026199]}"
2712,3603,6.8,10.5,"{'type': 'Point', 'coordinates': [-87.735503, 42.026198]}"
2713,3604,8.4,7.3,"{'type': 'Point', 'coordinates': [-87.732802, 42.026198]}"
2714,3605,12.3,10.6,"{'type': 'Point', 'coordinates': [-87.730601, 42.0262]}"
2715,3606,21.9,21.1,"{'type': 'Point', 'coordinates': [-87.728301, 42.026199]}"
2716,3607,9.6,6.4,"{'type': 'Point', 'coordinates': [-87.72570189, 42.02620441]}"
2717,3608,9.3,20.8,"{'type': 'Point', 'coordinates': [-87.723501, 42.026198]}"
2718,3609,6.9,21.9,"{'type': 'Point', 'coordinates': [-87.721002, 42.026199]}"
2719,3610,9.5,14.5,"{'type': 'Point', 'coordinates': [-87.718702, 42.0262]}"
2720,3611,20.2,45.3,"{'type': 'Point', 'coordinates': [-87.715901, 42.026199]}"
2721,3612,5.6,59.0,"{'type': 'Point', 'coordinates': [-87.714694, 42.026198]}"
2722,3613,8.5,21.0,"{'type': 'Point', 'coordinates': [-87.71133515, 42.02631711]}"
2723,3614,7.9,13.6,"{'type': 'Point', 'coordinates': [-87.707957, 42.026361]}"
2724,3615,4.7,38.1,"{'type': 'Point', 'coordinates': [-87.7054827, 42.02646486]}"
2725,3616,5.5,26.8,"{'type': 'Point', 'coordinates': [-87.70414177, 42.02646611]}"
2726,3617,6.8,6.5,"{'type': 'Point', 'coordinates': [-87.70193263, 42.02649565]}"
2727,3618,41.0,30.5,"{'type': 'Point', 'coordinates': [-87.699602, 42.026497]}"
2728,3619,13.1,16.8,"{'type': 'Point', 'coordinates': [-87.6995232, 42.02480838]}"
2729,3620,44.7,51.4,"{'type': 'Point', 'coordinates': [-87.6995842, 42.02304138]}"
2730,3621,50.0,20.8,"{'type': 'Point', 'coordinates': [-87.69957576, 42.02131779]}"
2731,3622,69.3,114.3,"{'type': 'Point', 'coordinates': [-87.69930843, 42.0192656]}"
2732,3623,2.8,11.9,"{'type': 'Point', 'coordinates': [-87.69740817, 42.01931592]}"
2733,3624,3.9,10.4,"{'type': 'Point', 'coordinates': [-87.6949912, 42.01937013]}"
2734,3625,12.1,24.7,"{'type': 'Point', 'coordinates': [-87.69337843, 42.01941877]}"
2735,3627,206.6,258.1,"{'type': 'Point', 'coordinates': [-87.68974434, 42.01946584]}"
2736,3628,18.8,51.5,"{'type': 'Point', 'coordinates': [-87.68782712, 42.01944892]}"
2737,3629,92.4,100.8,"{'type': 'Point', 'coordinates': [-87.68426462, 42.01941115]}"
2738,3630,58.4,52.7,"{'type': 'Point', 'coordinates': [-87.68307868, 42.01939909]}"
2739,3631,75.9,39.7,"{'type': 'Point', 'coordinates': [-87.68054061, 42.01936686]}"
2740,3632,54.6,10.8,"{'type': 'Point', 'coordinates': [-87.6777439, 42.01937362]}"
2741,3633,136.3,6.4,"{'type': 'Point', 'coordinates': [-87.67643953, 42.01933862]}"
2742,3638,2.3,28.5,"{'type': 'Point', 'coordinates': [-87.6418314, 41.67958972]}"
2743,3639,9.6,71.8,"{'type': 'Point', 'coordinates': [-87.641915, 41.681643]}"
2744,3640,33.1,37.4,"{'type': 'Point', 'coordinates': [-87.64200253, 41.68392941]}"
2745,3642,17.0,66.1,"{'type': 'Point', 'coordinates': [-87.642092, 41.68677]}"
2746,3643,12.6,44.7,"{'type': 'Point', 'coordinates': [-87.642143, 41.688573]}"
2747,3644,29.9,34.1,"{'type': 'Point', 'coordinates': [-87.642193, 41.690383]}"
